imdbID,languages
8844062,English
15011958,English
11896614,English
13527952,English
12021096,Hindi
13635872,Malayalam
6074446,English
6074446,Spanish
13448084,Irish Gaelic
11586384,English
14735160,Arabic
13361358,English
14764886,Chinese
16265566,Malay
13451738,Tamil
10098452,French
2571464,English
11175990,English
11111752,English
11924738,Spanish
9445930,English
15485002,English
13654950,Swedish
13654950,English
13654950,Finnish
13859274,Tagalog
13859274,Filipino
11444602,Tamil
13099386,Spanish
13141878,English
13055958,Hebrew
13886712,Portuguese
15387504,Dutch
14961160,Spanish
15197106,English
13944728,English
11231280,French
16751922,Azerbaijani
14452802,Kurdish
14452802,Arabic
14452802,English
14452802,Hebrew
8452666,English
7970246,English
14037884,Spanish
14037884,English
11444644,Norwegian
11444644,English
8622232,Hindi
13672020,Telugu
14359786,English
10927374,Hungarian
3659284,English
15750610,English
13844126,Telugu
15132916,English
8372638,English
7556502,English
13130400,Telugu
15528368,Tagalog
15528368,Filipino
10666594,English
16286130,English
13269124,Malayalam
11924002,Tamil
11924002,Kannada
14212142,Spanish
13730558,Russian
14611368,English
8917250,English
14303124,Punjabi
7661518,French
10973118,Tamil
13804586,Spanish
16764626,Bengali
13655044,Chinese
14260908,Bengali
199602,English
14036870,English
11033046,English
13454112,Kazakh
15741372,Indonesian
11143480,Tamil
14777678,English
13249412,Telugu
11355358,Marathi
13757758,Italian
11056732,English
15121916,Telugu
11692070,English
12717808,English
15314640,Hindi
14244714,Telugu
7510166,English
15655018,Mandarin
11166750,English
14514234,Cantonese
14514234,Mandarin
15390552,English
13399802,Tagalog
13399802,Filipino
12725760,English
12725760,Dutch
11555492,Arabic
11555492,Hebrew
11555492,English
10697680,English
15206378,Italian
16354442,English
14785638,English
13979464,Tamil
13979464,Kannada
13979464,Telugu
13758250,Malayalam
14573918,Vietnamese
13983280,Bengali
4858404,English
4858404,Balinese
4858404,Indonesian
4858404,Polish
13582738,Japanese
13057076,English
15425920,English
14151594,English
15447970,Spanish
15127460,Spanish
16347520,English
14055444,English
13843828,English
3062558,English
13575838,Chinese
12286898,Japanese
12677948,English
15215420,English
15760656,Urdu
11877948,English
14590384,English
16148616,Turkish
15128468,Italian
13603660,English
15251134,English
15616056,English
8288772,Tamil
14233208,English
13930868,English
11648514,Telugu
14024066,Vietnamese
16310478,English
11939664,Spanish
11939664,Berber languages
14372154,English
14111652,Russian
13649034,Turkish
13094944,English
14252496,English
15940304,English
10299902,English
13624868,Malayalam
12330184,English
15417090,Telugu
15528942,Dutch
15427420,English
4788734,English
13946146,Russian
15118036,Lithuanian
15174062,English
14577152,English
13142446,English
13311676,Hindi
15909296,Albanian
14859354,Hindi
10514932,English
10915840,Japanese
11405568,English
11602582,Tagalog
11602582,Filipino
15185122,Serbo-Croatian
15185122,Serbian
12989910,Italian
13820270,Hindi
15242370,French
15021992,Croatian
10423106,Japanese
15440966,French
11464118,Turkish
13350412,Tamil
14073836,Italian
13271970,Arabic
13271970,French
15051960,English
14045622,Marathi
12716280,English
9256012,German
14391622,Yoruba
14391622,English
8354726,English
14488126,English
12093860,Japanese
12093860,Korean
12543464,English
13526660,English
14668094,English
12374774,English
16306634,French
12300276,Spanish
15094890,English
15876346,Telugu
13869700,English
13869700,French
11121174,English
15043988,English
15560806,English
15157354,English
11891246,English
13914276,English
4440842,Somali
14406360,French
14406360,German
14406360,Swedish
14406360,Hebrew
14406360,Portuguese
14063186,English
9163782,English
9163782,Spanish
9163782,Bulgarian
9163782,French
8567862,French
8567862,English
13407890,Italian
10728214,English
8398928,English
11948716,English
8350100,English
13132466,English
14715130,Tagalog
12613748,Bengali
15119676,Russian
15119676,Ukrainian
15046568,Polish
11191344,Telugu
14019368,Dutch
11487036,English
14399096,German
15783694,English
7853252,Tamil
11105790,Arabic
8906844,English
11827282,English
11803618,Tamil
13209832,Telugu
9129136,English
15484242,Turkish
14064380,French
13464274,English
10919184,Serbian
14221508,English
13846456,French
13846456,English
13378802,French
15467394,English
2398276,English
15485160,English
15816688,Malay
12206218,Hungarian
12886410,Japanese
15528828,Marathi
15169036,English
15302290,Tamil
1739305,English
5481180,English
14039678,Telugu
10732462,Arabic
10732462,Bulgarian
10732462,English
10806034,Portuguese
14742596,Hindi
14349426,English
12637548,Telugu
15239542,Danish
14135136,Telugu
14035044,English
13682926,English
13853720,English
14072134,German
14072134,Italian
14072134,English
14072134,Greek
3687528,Latin
3687528,English
13802376,Hindi
13802376,Telugu
13802376,Kannada
13802376,Tamil
16303324,Korean
15477076,Bengali
8635134,English
8079790,English
7681998,English
14141754,Russian
9051162,English
10102080,English
4827896,English
15450156,Mandarin
11543292,Italian
7309776,Hindi
14521830,English
8768526,English
10743280,Hindi
16411110,English
16411110,Ibo
14773112,Spanish
15006276,English
13729678,English
14873088,German
14873088,English
11080560,Spanish
12764238,English
11468156,Tamil
14486034,English
8518302,German
15482612,Korean
11417856,Japanese
16211184,Punjabi
15558638,English
13223274,English
7988412,English
9873652,German
10645852,English
14790908,English
14549988,Italian
15164298,Persian
11157998,English
10032574,Turkish
14992960,Tamil
9748424,English
10960102,Italian
13141604,English
13612010,Indonesian
15107334,English
15245506,Bengali
12502702,English
12502702,Spanish
12502702,French
12552912,Russian
15653954,English
14508984,Italian
14090476,Marathi
13773882,Hindi
10945254,French
5227342,English
15078318,Arabic
8537296,English
10415664,Turkish
13841708,Portuguese
13841708,German
13635528,English
15568576,Bengali
14852908,Czech
13808330,English
10742934,Spanish
11732522,Hungarian
14111328,Russian
14490946,English
15223834,English
15098740,Russian
15516964,Marathi
11611416,French
11611416,Dutch
14707210,English
9176102,Hindi
13429004,Indonesian
13153782,Thai
14242610,English
15767324,Malayalam
15348026,English
12883472,French
15556636,Indonesian
11400074,Afrikaans
13800614,English
8620078,English
10544978,English
6044276,English
10413230,English
11374586,English
12260790,Portuguese
12260790,English
15138308,Mandarin
12443662,Korean
12176546,English
6643984,English
11953368,English
7890974,English
15007122,Hindi
10553438,Dutch
13534702,English
2823014,English
16235682,French
14474588,Turkish
11444698,Tamil
13690090,Tamil
13256400,Malayalam
15793308,Afrikaans
13174548,English
15353362,Indonesian
13000788,Turkish
15049912,English
13534948,English
10188398,English
13607498,Czech
4795030,Hungarian
15833524,English
13885642,Tamil
16979650,Romanian
16256972,Tagalog
16256972,Filipino
11034276,Serbian
14023894,Vietnamese
13920712,Indonesian
15233326,English
6207984,English
14042038,Spanish
14042038,Portuguese
13613618,English
15497404,Japanese
13695988,Chinese
13695988,English
11354356,English
15089904,Korean
10928872,English
15185022,English
14385274,Tagalog
14385274,Filipino
7467926,English
7467926,Spanish
7467926,Swedish
13779166,Chinese
15866986,Tagalog
15866986,Filipino
13613662,English
12979770,English
6932148,English
15133668,English
8334302,Telugu
14537540,English
11878266,English
14576760,English
4340726,English
9619234,Portuguese
9619234,Arabic
9619234,Tamashek
9619234,French
11155784,German
15846874,Thai
15006444,Tagalog
15006444,Filipino
15590808,Tagalog
15590808,Filipino
15028452,Japanese
15694358,Chinese
15694358,English
15694358,Thai
8262042,English
13511518,French
13511518,Yiddish
14488426,English
9265050,English
10771312,English
10771312,Spanish
10771312,Mandarin
13701404,English
7805344,French
14236348,French
14537800,English
11347406,Malay
11418284,English
10674614,English
5576912,English
10300450,Tamil
8404998,English
8404998,Hindi
6979426,English
15057370,Tagalog
15057370,Filipino
13622884,Xhosa
13622884,English
12685274,English
13201818,Polish
15107752,Arabic
16351216,Kannada
13779394,English
13617580,Kurdish
13617580,Persian
9471816,Italian
7105196,German
7105196,Turkish
14459796,English
15434968,English
14734392,English
14403682,English
14909590,Tagalog
14909590,Filipino
13156200,English
16287604,Mandarin
13694438,English
15327178,English
13201832,English
16175706,Tagalog
16175706,Filipino
15338704,Punjabi
11914450,English
11951334,Japanese
13570052,Spanish
16250888,Danish
14427812,Hindi
11991132,Tamil
15856872,Chinese
15042616,English
16485280,Italian
13860794,Hindi
11332500,Spanish
16408428,Russian
13985604,Malayalam
6759838,English
14550450,English
6314382,Portuguese
10638522,English
10423286,Cantonese
14962622,Visayan
15060248,Russian
14435184,English
7979258,English
14148810,Korean
16223874,Persian
3100046,Hindi
11867140,English
11867140,Swahili
11890322,English
14432624,Tagalog
14432624,Filipino
14432624,Japanese
15158960,Russian
6641582,English
13363646,English
11885576,English
7298130,English
15411240,Arabic
11279862,English
13803246,English
10062628,Portuguese
10062628,English
14368632,Tamil
13356956,English
10245776,English
11390656,German
6910678,English
14091768,French
13238670,English
12728842,English
15351940,Punjabi
13342406,Malayalam
14898946,Cantonese
11584538,English
12676176,English
13021476,German
15459728,Burmese
14412240,Tagalog
14412240,Filipino
14095656,English
14403632,English
12430040,English
10216812,English
9500346,English
16103604,Tagalog
16103604,Filipino
15894150,Malay
10786774,Hindi
10786774,Parsee
14780098,Kannada
11478458,Russian
11478458,German
11478458,Polish
11478458,Ukrainian
13779414,English
16426722,English
13606328,Spanish
13534808,Hindi
15075886,English
14602536,English
15565724,Spanish
15554920,Telugu
14213176,English
12978036,English
11313944,Indonesian
11289168,Romanian
11289168,French
11289168,Russian
13287528,English
11843944,Turkish
13282016,English
13483112,English
14038552,French
11866096,English
13716060,English
11779640,Malayalam
13391648,English
15715020,Italian
11502940,Tamil
11102314,Hindi
11924110,Telugu
7575952,English
13261398,Tamil
12750828,English
12750828,Arabic
12750828,Serbian
16747776,English
11166554,English
13355630,English
12552352,Bosnian
12552352,English
16059146,Japanese
7336242,Malayalam
14039762,Telugu
10649008,English
5985720,Tamil
14739128,Korean
10689606,French
11385078,Telugu
16124362,Thai
15108354,Spanish
14939384,English
9405714,English
13020856,English
14749986,Swedish
12877714,English
5816998,English
6009232,Hindi
14045080,Kannada
15781790,English
13681790,Japanese
11487698,Japanese
13259952,English
15502822,Spanish
11755300,Bengali
13920920,Persian
13040310,Turkish
10573984,English
13405570,Polish
11980890,Tamil
16235128,Kannada
13550066,English
9584128,Spanish
2747766,English
14030510,English
16024312,Tagalog
16024312,Filipino
14672692,English
15789514,English
14129556,Malayalam
15397522,English
13659434,English
16476738,English
16021504,English
12791888,English
9285338,English
15237914,Russian
14404708,English
7691060,Spanish
8107288,English
14751706,English
15238852,Mongolian
14807736,Hindi
12381206,Bengali
12023002,English
12593572,Kannada
12079822,English
13445934,Hindi
13897490,English
13422392,English
16396922,Greek
10083868,Hindi
3909958,Mandarin
3909958,English
13501972,English
14589522,English
10295430,Tamil
14135090,English
14203622,English
12847168,Hungarian
11938416,German
16153658,English
14039652,Tamil
14309186,English
14430560,English
10376800,French
14433692,Hindi
10037934,English
12526902,Spanish
16118378,Chinese
13696316,Marathi
9543092,English
14449464,Telugu
15107018,English
13553396,Tamil
13557370,English
8778040,English
15117922,Russian
10376078,Polish
13669344,French
13669344,Arabic
13669344,Russian
14064662,French
13800230,English
15219436,Arabic
10965850,French
10965850,Latin
12927920,German
12927920,Swiss German
12927920,Italian
15360764,Mandarin
2243377,Russian
2243377,English
10293932,English
15267824,Turkish
14092076,Tamil
8982410,English
14968444,English
15791176,English
10593750,Turkish
11813228,Central Khmer
15131982,Romanian
11593944,English
11354726,Telugu
13687332,Hindi
5778410,English
15337666,English
14757738,English
10290510,Spanish
13267122,English
13593042,Japanese
13925470,Turkish
13404868,Japanese
13298578,English
12487320,English
14749948,Czech
2709446,English
15150424,Yoruba
9013780,English
14812780,Spanish
14812780,Portuguese
14812780,French
14451812,Telugu
14858664,German
11214972,Telugu
13521190,Spanish
14428598,Hindi
14612730,Marathi
11160638,English
14921996,English
14554338,Telugu
14868676,Telugu
14011954,Punjabi
15477878,Tamil
6443330,Hebrew
6443330,Arabic
7343800,English
11546920,English
12516292,Turkish
13983486,English
14323152,English
13742126,English
13786474,Russian
15515218,English
15428880,Arabic
15428880,Persian
12681644,Japanese
14423692,Japanese
10648326,Spanish
12084320,Hindi
9348578,Lithuanian
14852412,Hindi
5268712,Italian
14357826,Tagalog
14357826,Filipino
14799356,Mandarin
9001474,English
9571756,English
13927000,English
15729412,English
11154768,English
16794176,Hindi
15742062,Japanese
8889716,English
10640760,English
11026788,Hindi
12370018,English
10968040,English
9866916,Persian
15261030,English
14873790,Hindi
8338100,English
11872602,English
15413054,Chinese
10545298,Bengali
15458936,Hindi
15458936,English
15458936,Gujarati
13057656,Turkish
15478320,Kannada
15091418,Tamil
15091418,Spanish
15091418,Sinhala
15091418,English
14412532,Hindi
15188978,English
14043828,French
17159338,English
13992758,Telugu
10868922,English
13247662,English
11101622,Spanish
14758624,English
12299714,Tamil
15223726,Urdu
15223726,Bengali
2311862,English
13642590,Japanese
14466064,Mandarin
14466064,Cantonese
13935662,English
13935662,Filipino
14820290,Japanese
13006574,French
14941452,Spanish
14205060,English
14051714,Chinese
13694256,French
14729484,English
14729484,French
8079664,English
7172590,Tagalog
7172590,English
7172590,Greek
14667700,Portuguese
13262868,English
9674196,English
13892494,German
10638320,Malayalam
14091214,Telugu
11560730,German
11568322,French
10698658,Italian
13419036,Lithuanian
14368728,Portuguese
2211174,Hindi
11007840,English
12593190,English
12368812,English
11177158,English
14892164,Cantonese
8178686,English
13346914,Hindi
16258162,Telugu
15062890,Telugu
15779062,English
11156986,English
14365820,English
15793046,Telugu
13672658,Telugu
14524028,Marathi
11098054,Serbian
8374772,English
7613194,English
15277036,English
9038674,English
13475394,German
12446902,English
13624384,English
14207306,English
15427954,Turkish
15208668,Mandarin
14721936,English
13250314,Italian
13465228,Indonesian
16236048,Tagalog
16236048,Filipino
10466384,Turkish
11536262,Telugu
11536262,Hindi
11536262,English
13769630,Russian
8290478,English
15728924,English
14076990,Gujarati
11492920,Tamil
14694744,English
16227700,Italian
16359838,English
13870238,English
10342336,English
8144782,Tamil
12944082,English
15843954,Greek
12363832,English
15445056,French
14403972,English
13958318,Tamil
15485950,French
15485950,English
12463560,Italian
14859132,Kannada
15433534,Kannada
4446228,English
15315492,English
14879560,Japanese
14246952,English
14209234,Thai
14209234,English
5496204,English
10800322,English
14029990,English
11640108,Tamil
11640108,Telugu
13915290,English
8105636,English
14102146,English
3789698,English
10005622,English
15715912,English
10369252,English
14330494,English
15301224,Tagalog
15301224,Filipino
3785036,Filipino
3785036,Tagalog
3785036,English
13859694,Mandarin
11744358,Bulgarian
13892682,English
10503798,Spanish
15836418,English
13784650,English
13784650,Chinese
11853308,English
12503708,Telugu
14033300,English
15380598,Bengali
9788898,English
13174442,Turkish
15194352,Hindi
8309088,Spanish
14873082,Norwegian
12567476,Swedish
11182846,English
11469882,English
9443316,German
9443316,Greek
12582160,English
11173116,Punjabi
15326730,Punjabi
12631660,Hindi
13155940,English
15541244,English
14766058,Filipino
3516462,English
14243986,English
14243986,Swahili
12797976,Estonian
12797976,English
12797976,German
14395688,English
16750418,English
13237416,English
14494520,English
12222270,English
12222270,Spanish
11216522,Tamil
14130676,English
14029870,English
12021336,Chinese
14606120,Gujarati
12312912,Hindi
10415684,Hungarian
10415684,Romanian
8184568,English
8184568,Spanish
13764772,English
12951932,Filipino
13136084,Tagalog
13136084,Filipino
14118266,Japanese
15166396,English
13959362,Telugu
13634336,English
15515460,English
15338698,Punjabi
13580196,English
4973806,English
13463514,Spanish
13463514,Catalan
9278312,French
15482370,Japanese
15464428,Greek
15464428,English
15464428,French
15464428,German
15464428,Dutch
9233428,German
9233428,French
9233428,English
9233428,Wolof
14739932,German
10926156,English
11074676,English
8936792,English
14104436,German
13247248,English
7685962,Spanish
14654918,English
15515260,English
13806424,English
9826820,English
13729068,English
16757854,English
14720502,Mandarin
15122330,Punjabi
12741494,Indonesian
13899082,English
14443878,English
11482948,Mandarin
8391548,English
13978628,Telugu
13978188,Japanese
16760422,English
13361452,English
13885900,Spanish
11569670,Chinese
11569670,Japanese
11569670,English
12296588,English
14470102,Malay
10832002,Arabic
6901648,English
15251390,Hungarian
13051122,Turkish
12783512,Spanish
12783512,Catalan
13711212,Malayalam
11469726,Tamil
10794866,English
11837886,Swedish
8907882,Tamil
8907882,Telugu
13293926,English
14026786,English
11339514,English
15017758,Spanish
10368680,English
13885592,German
13885592,Latin
13065704,Arabic
14748042,Tamil
3716996,English
17521074,Italian
13423468,Malayalam
8782956,English
15327382,English
14054294,English
14060036,English
7166366,English
16369220,Chinese
16210710,English
14286394,English
14387660,Cantonese
3112286,English
13825336,Hindi
14848306,Kurdish
14848306,Turkish
12345076,English
13288972,English
10441878,Portuguese
16077842,Spanish
12361036,English
14604562,Spanish
13828084,English
12126156,Spanish
15197574,English
14717110,English
2328772,English
11477842,Japanese
13678976,English
14006298,Spanish
9537936,Hindi
8000592,English
14915618,Italian
13845498,English
11710090,Indonesian
7171422,Spanish
16169406,Hindi
14448918,English
13130198,Telugu
11306910,German
14016760,English
5969070,English
13117720,English
12254200,English
5934552,Polish
14845366,Japanese
12434126,English
13848274,Italian
13848274,English
12839480,Hebrew
14444258,English
15061856,Spanish
15061856,English
14404626,Mandarin
15621370,Japanese
13819562,German
4648112,English
16540196,Tamil
16540196,Telugu
16540196,Hindi
9803454,Spanish
12076762,Spanish
14758576,English
14384176,Dutch
12872946,English
14811236,English
14097376,Telugu
14097376,Tamil
15079084,English
5184138,English
15385142,Spanish
14308474,Spanish
14103312,Hindi
15071228,Latvian
14566464,Spanish
11419500,English
5518158,English
13148804,Arabic
10011002,Indonesian
12677728,Czech
11100914,English
12281308,English
14259710,English
14253862,English
7161712,English
13847502,Telugu
13847502,Hindi
13847502,Tamil
13847502,Kannada
15381956,Bulgarian
9176086,Hindi
14302272,English
13985888,Telugu
15307404,Punjabi
15359622,Japanese
13551014,English
11388604,English
12989294,English
13687380,Hindi
15243622,English
14922172,Mandarin
14023210,English
11452352,English
15420536,Mandarin
9077376,Spanish
3663318,English
11915184,English
13612142,English
5757556,English
14319588,Polish
12915204,English
7664100,German
11132584,Basque
11132584,Spanish
14852384,Telugu
15470224,English
10396450,Central Khmer
10396450,English
14844118,English
13840726,English
12677210,English
11854240,Italian
12490634,English
10329022,Spanish
14469392,English
9149942,English
15361954,Bengali
9723642,English
13667212,Korean
2300212,English
3887868,English
15140954,English
15576032,English
16211502,Tamil
15094962,Malayalam
14861278,English
15134088,French
4680594,Finnish
14253018,Hindi
16058966,Tamil
12994636,English
15434284,Japanese
4535886,Finnish
16751104,Urdu
9609334,English
11766104,English
10755608,Hindi
14596220,English
13481480,English
13983776,English
4879102,English
13456266,Russian
13508962,Spanish
15750642,English
10635588,English
9466498,English
11783786,English
14354276,Japanese
10616760,Spanish
11645056,Spanish
12319932,Turkish
13414858,English
14282418,Chinese
13540874,English
13540744,English
14686516,English
13660118,English
4534598,English
4534598,Hebrew
12724920,Hindi
12284466,Gujarati
14512666,English
14624318,English
9741948,English
13345102,Japanese
11857234,English
11866518,Malayalam
14970966,English
11252688,Japanese
10051000,French
2447742,English
15082232,Japanese
18080042,English
10939474,English
15077244,English
14773742,Telugu
16370300,English
14779400,German
10003618,Serbian
16430916,Punjabi
14799508,Hungarian
14532974,English
12266988,English
5843778,English
4277138,English
14836894,Greek
13651204,English
13893874,English
14653804,Punjabi
14653804,English
14653804,German
5619044,English
14194876,English
13831584,English
15263698,Telugu
13584338,English
13845664,Bengali
9685282,Chinese
13767804,Mandarin
13072060,Romanian
11872668,English
13884166,Japanese
14916046,English
16652664,Lithuanian
10619392,English
8363916,Spanish
3066862,English
14371060,Portuguese
15768122,Gujarati
15791136,Greek
14096032,English
14290142,English
15399614,Romanian
13242022,English
16148580,Russian
15062980,Russian
13764318,Spanish
10959454,English
12601256,Sinhala
7817352,English
10340460,Italian
14949302,English
15234108,Bengali
13921156,Telugu
15205194,Polish
14775748,Bengali
15005176,English
14546082,Mandarin
10963926,English
10156586,English
14084882,Tamil
2829242,English
6760620,English
15150454,English
13701696,Japanese
10837952,English
13982526,Italian
15223470,Hindi
15170260,Hindi
14734144,English
14662420,Japanese
16480014,English
14878948,Turkish
13524398,German
11222994,English
15210472,Kannada
11050886,Serbian
11050886,Croatian
10913160,English
9592496,Kannada
11936782,Indonesian
10632226,Spanish
14598646,Telugu
14962610,English
11065278,Croatian
8354164,Japanese
10488710,Bengali
15845768,English
13680306,Hindi
14356188,Hindi
12399214,English
13090932,English
16410596,Telugu
12592680,None
11250720,Malayalam
16405044,Sinhala
10827792,Greek
10827792,English
12622516,English
11316680,English
13745764,Tamil
12769462,Serbian
12769462,Romanian
12769462,French
12769462,Croatian
12769462,Slovenian
13811264,Turkish
15708520,English
13797922,Dutch
11398516,Persian
11398516,English
15724180,Russian
9313264,English
9433872,English
7993992,Japanese
7993992,English
13087910,English
14812788,Arabic
14917786,Telugu
14296228,Russian
12872484,English
13814292,Bengali
16578440,Thai
12923028,Spanish
14491300,Polish
13346578,Finnish
14844714,English
14844714,Russian
14703214,English
14063314,None
14530552,English
13944638,Tamil
11579002,Arabic
11062632,Spanish
13098066,English
15169898,Indonesian
15532248,French
13886770,Japanese
12367916,Japanese
11300696,English
13841476,Telugu
13618240,Telugu
11580914,Tamil
13098580,English
14439472,English
12147360,Chinese
15116346,Tamil
15116346,Telugu
15116346,Malayalam
15686202,Malayalam
10452434,Malayalam
9808510,Malayalam
15251228,Russian
13782132,Tamil
8042330,Tamil
11578464,Croatian
15135914,Italian
14134748,English
12315944,Italian
15416840,Punjabi
13983714,French
14039392,French
3827998,English
11679184,English
13817840,Italian
12533524,English
12388280,Persian
15341380,Danish
15839362,English
16770056,Tagalog
16770056,Filipino
13921372,English
11454278,English
16119200,Lithuanian
10873536,Kannada
15382076,English
14016930,English
13915640,Portuguese
13915640,Slovak
13915640,Italian
13915640,English
11822002,Malayalam
14946772,Georgian
9352178,English
15057086,English
5307156,English
14730740,English
15010834,Kannada
13110506,English
14402084,French
14892248,Indonesian
7329126,Spanish
13582614,German
14356726,English
10919446,English
14071272,Malayalam
13324510,Turkish
13989462,Bulgarian
11568324,Spanish
11568324,English
10757922,Czech
6977632,Portuguese
14956786,French
14956786,Swedish
14956786,Danish
14956786,English
16152642,English
14031960,Japanese
9225812,Portuguese
13465008,Malayalam
13760814,Telugu
11681234,German
15819902,German
14299926,English
5915444,English
10346674,English
16376340,English
14990914,English
13510888,Tamil
10981070,Malayalam
11024528,Punjabi
14992954,Bengali
15079616,Hungarian
1584146,English
12617312,Italian
14456198,English
5068978,English
16751954,Telugu
8613892,English
15662142,English
15150484,English
15427844,Tamil
14974602,Russian
15100080,English
12796444,Urdu
13445330,English
11664004,English
10435128,English
14246504,Cantonese
14130690,Spanish
7513844,English
12125076,English
6666116,English
9053344,French
8101932,Italian
13694540,Arabic
14264308,Japanese
14503918,Mandarin
10040978,Hindi
10040978,Telugu
11143176,Kannada
11128342,Dutch
13360586,Spanish
15122174,Hindi
16220298,Indonesian
13271264,French
10689780,French
14123982,Marathi
15554682,Chinese
15756034,Bengali
9384472,Hindi
7552992,Spanish
13338980,English
15100048,Spanish
15100048,Galician
15137416,Kannada
11952068,English
15387546,Spanish
9766814,English
14234294,Italian
15798386,English
12852078,Czech
12852078,Slovak
12585706,English
15399512,Turkish
13362198,Hindi
12698500,Persian
13914630,German
11619984,English
14958836,English
12625002,English
6105456,French
15767718,Kannada
13835330,Chinese
15520888,English
15258248,Indonesian
15011112,English
11018038,French
11018038,English
15078366,Georgian
10504248,English
15845710,Cantonese
14028674,Norwegian
16271746,Telugu
14506090,Hindi
5740246,Italian
5740246,Spanish
13694196,English
4682970,English
14779370,Telugu
10039364,Swedish
10384534,English
15374748,Bhojpuri
11912692,Indonesian
14569542,Tamil
14365790,Spanish
11388442,English
16024470,Tagalog
16024470,Filipino
14128824,English
10934208,Spanish
14251154,English
11924260,Kannada
12182226,Dutch
11841144,Indonesian
15484258,Turkish
15747042,Greek
12759298,English
14190918,Japanese
14859874,Italian
7325582,English
11367378,English
9122672,Portuguese
12874984,Telugu
11783360,French
12439850,English
12439850,Spanish
14039322,English
13845792,Spanish
5492808,English
5492808,French
5492808,German
9713680,English
12078088,Kannada
10942144,German
14230226,English
14333348,Spanish
10268316,English
15132224,Arabic
9139292,English
14865992,English
14865992,Malay
16392838,Tagalog
16392838,Filipino
15839278,Tamil
11297214,Bengali
13503476,English
7822758,Tamil
7822758,Telugu
7822758,Hindi
13056108,English
13858750,English
15181312,Turkish
14631466,Swedish
10459872,Spanish
6708828,English
13174204,Hindi
14474554,Japanese
9351062,Italian
14071778,Tamil
8165954,English
8839568,English
14153900,English
12104164,English
13274918,English
16412384,French
8540590,English
11779744,Marathi
14922584,Korean
11987082,Telugu
14562758,Italian
13237402,English
15520164,Chinese
13050966,English
10033964,English
15664492,English
10945316,French
13885320,Hindi
9895024,German
15477588,Bengali
14718324,Malay
13612878,Telugu
10930820,Portuguese
6440496,English
12204458,English
9691348,Punjabi
10854954,English
7139662,English
6902934,English
9737568,Spanish
11847758,Italian
14533940,Turkish
13936230,Mandarin
15385880,English
12922082,English
13350476,English
15482308,Vietnamese
11873236,English
9893266,English
14449678,Spanish
13964002,English
15041424,Spanish
15292474,Tamil
14252742,Telugu
8591792,Hindi
15340636,Kannada
15340636,Telugu
10392128,French
8731012,English
9309774,English
12139560,Malayalam
14609676,English
12741730,Arabic
14563504,Chinese
5203292,English
9409660,German
9409660,English
14060006,English
13422712,English
15371730,Hindi
14588236,Hindi
15334014,Mandarin
14261134,Russian
3118468,English
11974842,Tamil
9866204,English
16822384,Polish
10869766,German
13265312,Hindi
14091792,English
14533820,Tamil
7222308,English
14631460,Italian
13097060,English
7895844,English
14899034,English
6892758,English
15096542,English
13886378,Italian
11905552,Tamil
14071038,Tamil
8510484,English
15979392,Spanish
13625988,English
14792898,English
15450340,English
9489944,Polish
13763684,German
13519510,Malayalam
9064150,English
9202280,German
9202280,Russian
14760842,Chinese
14760842,Cantonese
14760842,Malay
9361216,Sinhala
13541018,English
13886688,Indonesian
13576640,German
15700562,Mandarin
11910526,English
14293072,English
15029764,Tamil
13920366,English
9684806,English
11773084,English
14759678,Mandarin
10883302,Kannada
10883302,Telugu
14549954,English
10963118,English
14639680,Spanish
15494902,English
13611662,English
7793266,Spanish
9043484,English
14620732,English
15291890,Tagalog
15291890,Filipino
15576182,Bhojpuri
10692578,Maltese
10692578,English
9766294,Hindi
15657904,English
9747626,English
14582826,English
14063668,Bengali
14850886,Telugu
5939328,Flemish
5939328,French
5939328,Dutch
15072612,Mandarin
14845818,Italian
6120496,English
15688580,Turkish
15688580,Kurdish
14391192,Vietnamese
9487526,Spanish
4853244,English
11425254,English
15147296,Telugu
16773484,English
11908652,English
9448946,Hindi
14728292,Indonesian
13051800,Italian
12485780,French
15614226,English
5822818,English
13978246,English
11170742,English
13204756,Spanish
11329846,English
13534958,Malayalam
15163768,Mandarin
14349994,English
14402742,English
15212614,Italian
3121212,English
10994518,English
12816738,Czech
14188284,English
12258366,Chinese
14220864,Spanish
4936328,English
10893170,Tamil
16288970,Indonesian
8032804,English
11554008,Malayalam
13110816,Telugu
14210804,German
15732748,English
14872752,French
13982026,Persian
15353534,English
15164524,Telugu
14766048,English
12491328,English
9149548,English
9149548,Spanish
14376912,English
13648682,Marathi
14806338,Telugu
4334260,Hindi
14882774,English
15358328,Tagalog
15358328,Filipino
14544904,English
13057696,English
12163646,Spanish
15073476,Telugu
15225256,Russian
10631206,English
7085158,English
16233476,Spanish
7777924,English
14591278,Tamil
13244426,Bosnian
15690890,Spanish
12927342,English
14311250,Japanese
14976386,French
7226254,English
13613022,English
14287828,Telugu
13649204,French
14180764,English
4152174,English
14906026,English
10738666,Bengali
9592348,Kannada
14303400,English
14140844,Italian
13944546,Telugu
14229172,Punjabi
14747784,Tamil
13892718,Hindi
10426580,English
9595816,English
13539152,French
10438512,French
14996100,English
14967958,Japanese
9013026,English
14322620,Bengali
14194404,Galician
14194404,English
15397504,English
14209306,Marathi
6100508,Icelandic
14987378,Malay
15004078,Italian
15145278,English
12254438,English
12254438,Afrikaans
