imdbID,Gender,All Ages,<18,18-29,30-44,45+
15850662,Females,5.4,,5.4,5.3,5.4
11087960,Females,7.4,,7.4,7.5,7.4
3986420,Females,5.4,7.5,5.6,5.2,5.4
11084896,Females,6.2,4.5,5.4,6.2,6.2
8689290,Females,4.3,,5.3,4.4,4.3
7975192,Females,4.3,,4.3,3.7,4.3
13392012,Females,4.6,,4.5,4.5,4.6
11186952,Females,3.7,,4.0,2.3,3.7
14757296,Females,6.3,,6.4,6.0,6.3
8435002,Females,4.4,7.3,5.0,4.1,4.4
11388416,Females,5.4,,4.4,5.5,5.4
8338076,Females,6.6,,6.4,6.4,6.6
10295212,Females,8.4,9.7,9.3,7.9,8.4
15090124,Females,6.1,,7.0,5.7,6.1
13648212,Females,7.5,,7.9,7.3,7.5
9765564,Females,10.0,,10.0,10.0,10.0
9173154,Females,4.9,,4.8,4.7,4.9
11285280,Females,6.6,7.0,7.0,6.6,6.6
12496706,Females,6.7,7.0,6.4,6.8,6.7
14538850,Females,3.7,,3.9,3.4,3.7
14757872,Females,7.0,9.0,7.3,6.9,7.0
13432484,Females,3.1,,3.2,3.2,3.1
8241000,Females,5.8,7.5,5.5,5.7,5.8
10944596,Females,6.9,8.0,6.9,6.7,6.9
11742798,Females,6.0,2.7,6.0,5.9,6.0
13372794,Females,5.6,,5.5,5.5,5.6
7014378,Females,7.7,8.0,7.7,7.6,7.7
11771006,Females,6.0,8.7,6.1,6.0,6.0
11700260,Females,7.0,2.0,8.2,6.6,7.0
12226872,Females,5.1,,5.9,5.3,5.1
11881160,Females,5.6,,5.5,5.7,5.6
10895576,Females,7.7,9.2,8.0,7.5,7.7
6733874,Females,6.0,6.0,6.1,5.8,6.0
11188560,Females,6.6,7.0,6.6,6.5,6.6
11377298,Females,4.5,,3.0,5.1,4.5
11650226,Females,5.2,,1.0,5.9,5.2
7026666,Females,6.7,10.0,7.0,6.5,6.7
9845564,Females,6.4,8.0,6.6,6.3,6.4
15655276,Females,6.3,5.5,6.5,6.1,6.3
9308390,Females,7.2,,7.5,7.2,7.2
8456190,Females,5.6,6.0,6.2,5.2,5.6
12361178,Females,7.9,10.0,8.4,7.7,7.9
11807888,Females,6.2,,7.4,5.7,6.2
10381014,Females,6.6,,6.6,6.7,6.6
10703978,Females,4.8,,5.1,4.8,4.8
10665108,Females,6.8,,7.5,6.3,6.8
10676012,Females,6.5,4.2,6.4,6.4,6.5
11027830,Females,6.9,9.0,7.0,6.8,6.9
11953248,Females,8.1,,8.2,8.1,8.1
13309978,Females,5.7,,5.7,5.4,5.7
12982370,Females,6.4,,8.1,6.0,6.4
11737466,Females,3.2,,1.0,3.4,3.2
13804084,Females,6.4,7.0,6.7,6.3,6.4
14217100,Females,7.1,,7.0,7.1,7.1
13097336,Females,7.6,9.0,9.9,5.9,7.6
1587420,Females,6.9,,6.7,6.7,6.9
3696180,Females,4.3,,2.0,5.3,4.3
2458948,Females,8.0,,8.3,7.8,8.0
13450470,Females,6.9,,6.3,6.6,6.9
15393650,Females,6.6,,6.5,6.2,6.6
9844938,Females,7.3,7.0,7.8,7.0,7.3
9714030,Females,5.8,5.0,5.6,5.8,5.8
11388278,Females,6.0,3.6,5.9,5.7,6.0
5932368,Females,3.1,,3.2,2.9,3.1
9141588,Females,6.8,,7.2,6.5,6.8
14296268,Females,8.0,10.0,8.3,9.1,8.0
13834480,Females,5.7,6.5,5.7,6.0,5.7
11892916,Females,5.1,,4.9,4.7,5.1
13502758,Females,6.6,,6.5,6.1,6.6
14164234,Females,5.0,5.5,5.4,4.8,5.0
9314984,Females,5.8,,5.7,5.7,5.8
15198608,Females,4.4,1.0,4.1,4.4,4.4
9898844,Females,2.8,,,1.9,2.8
14449392,Females,5.3,,5.5,5.1,5.3
10309902,Females,5.4,7.2,6.7,5.0,5.4
3006472,Females,4.9,,5.1,4.6,4.9
14216488,Females,5.0,,5.6,5.0,5.0
13671954,Females,7.0,,5.8,8.5,7.0
13834006,Females,6.7,6.0,6.7,6.6,6.7
14640242,Females,6.7,,6.7,6.8,6.7
13694706,Females,3.6,,4.0,3.6,3.6
13079150,Females,6.2,7.0,6.2,6.2,6.2
14315756,Females,6.3,4.2,6.1,6.3,6.3
11991748,Females,7.8,7.0,7.6,7.7,7.8
10832274,Females,7.5,,7.6,7.1,7.5
5344054,Females,3.9,,5.0,3.3,3.9
13846414,Females,7.5,,7.3,7.7,7.5
15109082,Females,8.0,,8.5,7.5,8.0
16345484,Females,7.3,,6.3,7.3,7.3
7937254,Females,6.0,2.5,5.9,5.7,6.0
8740898,Females,5.4,,5.0,4.9,5.4
14700948,Females,5.8,,5.8,5.8,5.8
13273728,Females,5.9,,5.8,5.6,5.9
12847812,Females,6.9,2.0,6.8,7.1,6.9
9320140,Females,6.2,,6.9,6.7,6.2
15000314,Females,6.8,8.5,6.3,6.9,6.8
13070602,Females,5.7,3.0,5.4,5.6,5.7
14402926,Females,7.1,8.3,7.1,7.1,7.1
14632158,Females,6.8,,6.3,6.8,6.8
13322120,Females,8.2,7.0,9.9,4.5,8.2
8773094,Females,2.8,,,8.2,2.8
13510660,Females,6.2,10.0,6.7,5.9,6.2
7325622,Females,10.0,,,,10.0
10505316,Females,7.6,4.5,7.6,7.6,7.6
14810692,Females,7.3,8.3,7.6,7.2,7.3
14713814,Females,6.8,,7.2,7.2,6.8
10307724,Females,5.6,,5.7,5.6,5.6
14781176,Females,5.5,5.0,4.8,5.5,5.5
9531772,Females,5.0,,5.6,4.5,5.0
11867884,Females,5.0,,5.4,5.0,5.0
11773378,Females,6.1,9.0,5.7,8.5,6.1
8941380,Females,3.2,,8.0,3.0,3.2
11809034,Females,7.6,6.0,7.5,7.6,7.6
11540284,Females,6.8,6.5,6.5,6.8,6.8
14673560,Females,6.5,8.0,6.7,6.5,6.5
9410034,Females,6.9,,7.0,6.9,6.9
13182756,Females,7.8,,9.5,7.9,7.8
6551842,Females,4.8,,7.0,4.6,4.8
12625756,Females,6.6,,7.1,5.9,6.6
10810850,Females,6.0,,5.0,6.9,6.0
6550808,Females,4.7,,2.5,5.2,4.7
12856788,Females,,,,,
10380900,Females,7.1,3.0,6.9,7.1,7.1
13559026,Females,7.1,,6.0,7.3,7.1
10945274,Females,6.7,7.0,6.8,6.6,6.7
10589738,Females,6.7,,7.5,6.1,6.7
10899402,Females,5.0,,6.6,4.3,5.0
7286976,Females,2.9,,1.0,5.0,2.9
11698662,Females,5.7,,5.8,5.7,5.7
11599576,Females,6.6,,7.1,6.7,6.6
16375288,Females,7.4,9.0,7.8,7.2,7.4
14623762,Females,4.0,,3.0,4.3,4.0
11564214,Females,6.7,,7.2,6.5,6.7
12851396,Females,6.9,6.2,6.2,7.1,6.9
12885852,Females,6.0,,6.2,6.1,6.0
10715446,Females,4.1,,4.7,3.8,4.1
4697290,Females,7.7,7.0,7.1,7.8,7.7
11840988,Females,5.3,8.0,7.3,5.6,5.3
15096796,Females,5.0,,5.0,4.5,5.0
11790674,Females,6.8,,6.8,6.9,6.8
8984572,Females,6.5,,6.2,6.1,6.5
14250266,Females,7.2,,7.0,6.9,7.2
13956548,Females,6.7,,5.9,6.8,6.7
14980972,Females,6.2,,6.5,6.2,6.2
11905698,Females,6.1,10.0,7.0,7.8,6.1
14833702,Females,6.6,,6.5,6.2,6.6
11009596,Females,5.7,1.0,1.0,6.1,5.7
4593154,Females,6.5,,6.7,6.1,6.5
12929990,Females,5.9,7.0,6.0,5.8,5.9
9849004,Females,5.3,,5.3,5.2,5.3
15331462,Females,2.4,,5.0,2.2,2.4
8521736,Females,6.7,8.0,6.6,6.6,6.7
16492636,Females,8.7,10.0,8.7,8.7,8.7
11188624,Females,5.2,,4.9,5.2,5.2
9352356,Females,4.7,,5.0,4.8,4.7
10366574,Females,7.6,,7.9,7.4,7.6
9013182,Females,6.2,4.3,6.1,6.0,6.2
13468436,Females,6.9,5.0,6.8,6.8,6.9
11681282,Females,6.8,7.0,6.4,6.7,6.8
8657270,Females,4.1,,3.3,3.3,4.1
11136276,Females,6.3,,6.4,6.3,6.3
